,company_name,company_rating,other_data
229,Hinduja Global Solutions,4.0,"IT Services & Consulting , 10k-50k Employees , Public , 24 years old , Noida +104 more"
230,Autometers Alliance,4.4,"Electronics Manufacturing , 501-1k Employees , 65 years old , Noida +12 more"
231,Structures Online,4.6,"Engineering & Construction , 501-1k Employees , 24 years old , Noida +1 more"
232,Triveni Engineering & Industries,4.1,"Food Processing , 1k-5k Employees , Public , 92 years old , Noida +50 more"
233,CPA Global,4.0,"IT Services & Consulting , 1k-5k Employees , 55 years old , Noida +4 more"
234,eMDs,3.6,"IT Services & Consulting , 201-500 Employees , 28 years old , Noida +6 more"
235,CBRE,4.2,"Real Estate , 10k-50k Employees , Forbes Global 2000 , 118 years old , Noida +75 more"
236,Knoldus Inc,4.1,"IT Services & Consulting , 51-200 Employees , 14 years old , Noida +3 more"
237,Algoworks Technologies,4.0,"IT Services & Consulting , 501-1k Employees , 18 years old , Noida +3 more"
238,Religare,3.9,"Financial Services , 1k-5k Employees , Public , 40 years old , Noida +91 more"
239,Compunnel,3.9,"IT Services & Consulting , 501-1k Employees , 30 years old , Noida +13 more"
240,Naukri,4.0,"Internet , 1k-5k Employees , Public , 28 years old , Noida +59 more"
241,Mayoor School,4.7,"Education & Training , 51-200 Employees , 21 years old , Noida +8 more"
242,UST,3.8,"IT Services & Consulting , 10k-50k Employees , 23 years old , Noida +36 more"
243,Flyhomes,4.3,"Internet , 201-500 Employees , Startup , 9 years old , Noida +9 more"
244,Angelique International,4.6,"Engineering & Construction , 501-1k Employees , 28 years old , Noida +17 more"
245,Eastern Software Systems,3.1,"IT Services & Consulting , 201-500 Employees , 34 years old , Noida +7 more"
246,Vodafone Idea,4.2,"Telecom , 5k-10k Employees , Public , 6 years old , Noida +637 more"
247,Quess,4.0,"BPO , 1k-5k Employees , Public , 17 years old , Noida +542 more"
248,Shivalik Small Finance Bank,3.9,"Banking , 501-1k Employees , 27 years old , Noida +20 more"
249,Vcare Call Center,2.6,"BPO , 201-500 Employees , 20 years old , Noida +7 more"
250,Lido Learning,2.3,"EdTech , 201-500 Employees , Startup , 5 years old , Noida +18 more"
251,Techahead Software,3.8,"IT Services & Consulting , 201-500 Employees , 15 years old , Noida +5 more"
252,Impressico Business Solutions,4.5,"IT Services & Consulting , 201-500 Employees , 16 years old , Noida +6 more"
253,Indus Valley Partners,3.4,"IT Services & Consulting , 201-500 Employees , 24 years old , Noida +6 more"
254,JMC Projects,4.2,"Engineering & Construction , 1k-5k Employees , Public , 42 years old , Noida +117 more"
255,Cadence Design Systems,4.2,"IT Services & Consulting , 1k-5k Employees , Public , 36 years old , Noida +14 more"
256,Magic EdTech,3.0,"EdTech , 501-1k Employees , 34 years old , Noida +5 more"
257,Smart Energy Water,3.4,"IT Services & Consulting , 201-500 Employees , 15 years old , Noida +2 more"
258,KPMG India,3.6,"Management Consulting , 10k-50k Employees , 37 years old , Noida +75 more"
259,RateGain,4.0,"IT Services & Consulting , 501-1k Employees , 20 years old , Noida +4 more"
260,Spectrum Talent Management,3.8,"Recruitment , 10k-50k Employees , 16 years old , Noida +52 more"
261,Wishfin,4.1,"Financial Services , 501-1k Employees , 8 years old , Noida +10 more"
262,Steag Energy Services,4.2,"Power , 1k-5k Employees , 24 years old , Noida +37 more"
263,Clarivate,3.9,"Analytics & KPO , 1k-5k Employees , Public , 8 years old , Noida +12 more"
264,Dataflow Group,3.1,"IT Services & Consulting , 51-200 Employees , 6 years old , Noida +7 more"
265,Amar Ujala,4.0,"Printing & Publishing , 1k-5k Employees , 76 years old , Noida +49 more"
266,Damco Solutions,4.1,"IT Services & Consulting , 501-1k Employees , 28 years old , Noida +20 more"
267,Reliance Retail,4.0,"Retail , 1 Lakh+ Employees , 18 years old , Noida +1013 more"
268,Nuberg Engineering,3.8,"Industrial Machinery , 501-1k Employees , 28 years old , Noida +12 more"
269,Fortis Healthcare,4.1,"Healthcare , 1k-5k Employees , Public , 28 years old , Noida +61 more"
270,Competent Software,4.1,"IT Services & Consulting , 1k-5k Employees (Global) , 32 years old , Noida +8 more"
271,Successive Technologies,3.7,"IT Services & Consulting , 501-1k Employees , 12 years old , Noida +3 more"
272,Netoyed,4.0,"11-50 Employees , Noida +1 more"
273,RV Solutions,4.0,"IT Services & Consulting , 201-500 Employees , 16 years old , Bangalore / Bengaluru +32 more"
274,Kailash Hospital,4.1,"Healthcare , 5k-10k Employees , Public , 40 years old , Noida +23 more"
275,Hays Business Solutions,3.8,"Recruitment , 501-1k Employees , Public , 13 years old , Bangalore / Bengaluru +8 more"
276,Vinculum Solutions,3.3,"IT Services & Consulting , 201-500 Employees , 17 years old , Bangalore / Bengaluru +4 more"
277,Techavera Solutions,4.6,"Education & Training , 51-200 Employees , 14 years old , Noida +3 more"
278,Gujarat Fluorochemicals,4.1,"Chemicals , 1k-5k Employees , Fortune India 500 , 37 years old , Dahej +24 more"
279,Allview India Electronics,4.7,"Consumer Electronics & Appliances , 201-500 Employees , 1 years old , Noida +16 more"
280,Outworks Solutions Pvt Ltd,4.2,"IT Services & Consulting , 1k-5k Employees , 21 years old , Noida +25 more"
